Word,Count
both,4
PlatformStrategyConsole,4
framework,4
element,4
interface,4
adapter,4
set,4
should,4
their,4
imageData,4
Sets,4
java.awt.image.BufferedImage,4
define,4
path,4
different,4
only,4
processed,4
well,4
initializes,4
Input,4
platforms,4
Lists,4
Options,4
Invoke,4
template,4
containing,4
raw,4
iterator,4
must,4
add,4
\download,\,4
Futures,4
change,4
operations,4
uses,4
dimensions,4
It,4
overridden,3
initialize,3
Platform,3
allow,3
converts,3
NullFilter,3
UI,3
work,3
available,3
indicates,3
Keeps,3
Run,3
store,3
does,3
create,3
superclass,3
defaults,3
@outputFile,3
passed,3
conversion,3
command,3
type,3
being,3
command-line,3
imageAdapter,3
(which,3
write,3
holds,3
formats,3
ExecutorCompletionService's,3
Indicate,3
purposes,3
designated,3
Get,3
line,3
size,3
\source,\,3
inSampleSize,3
log,3
have,3
synchronizer,3
int,3
Images,3
Process,3
Strategy,3
responsible,3
such,3
we're,3
text,3
\downloading,\,3
Plays,3
LinearLayout,3
Activity,3
\creating,\,3
Filters,3
we,3
column,3
\image,\,3
Error,3
Command,3
message,3
Apply,3
activity,3
displays,3
Make,3
pool,3
constructed,3
count,3
platform,3
pixel-by-pixel,3
mechanism,3
Initializes,3
(int),3
getting,3
associated,3
entered,3
Provides,3
PlatformType,3
see,3
algorithm,3
import,3
If,3
version,3
Calculate,3
call,3
reference,2
(IOException,2
directories,2
groups,2
@code,2
added,2
Works,2
Source,2
delimited,2
means,2
intent,2
than,2
Cache,2
+,2
position,2
decorate(),2
Proactor,2
sets,2
empty,2
box,2
case,2
ExecutorService,2
OutputFilterDecorator,2
how,2
No-op,2
selects,2
buffer,2
either,2
encapsulates,2
value,2
string,2
up,2
contains,2
exists,2
else,2
suggestions,2
Array,2
custom,2
\processed,\,2
Convert,2
based,2
index,2
i,2
filterName,2
transparent,2
plain,2
start,2
developer.android.com/training/displaying-bitmaps/load-bitmap.html,2
\file,\,2
visible,2
found,2
behavior,2
provided,2
Decodes,2
Runnable,2
Uses,2
catch,2
javax.imageio.ImageIO;,2
Encapsulates,2
now,2
e.printStackTrace();,2
within,2
files,2
mBufferedImage,2
e),2
Iterate,2
Construct,2
generated,2
naming,2
Loop,2
Defines,2
decorated,2
ImageAdapter,2
Map,2
Define,2
downloads,2
Adapted,2
Write,2
For,2
<,2
loading,2
calls,2
continue,2
item,2
display,2
en.wikipedia.org/wiki/Grayscale,2
j,2
Allows,2
Take,2
inherited,2
false,2
window,2
Gets,2
(int,2
organize,2
objects,2
perform,2
Download,2
back,2
corresponding,2
It's,2
Color,2
child,2
defined,2
check,2
generic,2
submit/run,2
between,2
\"\Abstract\,2
cycles,2
automatically,2
extra,2
Increment,2
obtained,2
0,2
content,2
variable,2
comma-separated,2
runs,2
there's,2
\Strategy"\\,2
try,2
recursively,2
launched,2
point,2
form,2
GrayScaleFilter,2
Configure,2
Retrieve,2
supposed,2
0;,2
Decode,2
contents,2
AutoCompleteTextview,2
various,2
subclasses,2
Each,2
filterNames,2
implements,2
waits,2
until,2
selection,2
first,2
generate,2
filtering,1
sure,1
file-related,1
valid,1
way,1
++j),1
would,1
need,1
what,1
Start,1
prints,1
code,1
format,1
currently,1
off,1
ones,1
grayScaleImage,1
Resets,1
downloading,1
columns,1
CachedThreadPool,1
null);,1
\URL),\,1
\occurred,\,1
BufferedImage(grayScaleImg);,1
receives,1
anonymous,1
\visually,\,1
Tell,1
application),1
\method,\,1
0x00),1
problem,1
WeakReference,1
users,1
out,1
generates,1
Barrier,1
handle,1
associate,1
Delete,1
keeps,1
enumeration,1
performs,1
grayScaleImg.getColorModel().hasAlpha();,1
\application,\,1
sequential,1
\Initiator"\\,1
writes,1
show,1
ANDROID,1
close(),1
2,1
identical,1
explanation,1
Separator,1
\constructor,\,1
0.299),1
grayScale.getRGB());,1
arrays,1
tag,1
redrawn,1
\"\Completion\,1
succeed,1
Creator,1
MainActivity,1
decode,1
\"\canonical\,1
makeInputList(),1
ConsolePlatform,1
scales,1
actually,1
outputFile);,1
passes,1
submitted,1
\platform,\,1
\clicked,\,1
coordinate,1
R.layout.list_item,1
prompting,1
\Threads,\,1
mSuggestions,1
Screen,1
Print,1
mBufferedImage;,1
there,1
any,1
multiple,1
MainConsole,1
\disabled,\,1
i),1
presented,1
hold,1
0.114);,1
Intent,1
JVM,1
extending,1
initialized,1
without,1
width;,1
leaks,1
\"\one-shot"\\,1
\"\result_button"\\,1
\"\Asynchronous\,1
URL;,1
created,1
displayImages(),1
(c.getBlue(),1
CompletionService,1
makes,1
Console-specific,1
\Component"\\,1
i));,1
\delimiter,\,1
Callable,1
filter(),1
false),1
Obtain,1
finish,1
concurrency,1
(as,1
dedicated,1
initiateTaskGang(),1
\code,\,1
already,1
enable,1
\ResultsActivity,\,1
\ImageTaskGang,\,1
bufferedImage;,1
gangs,1
derived,1
worker,1
equals,1
invokes,1
Dimensions,1
attached,1
\example,\,1
retrieves,1
configuration,1
\succeeded,\,1
\"\Proactive\,1
inputUrl,1
\e.g.,\,1
Initiate,1
CountDownLatch,1
execute(),1
asynchronously,1
\servers,\,1
checking,1
Returned,1
separator,1
Grayscale,1
works,1
information,1
larger,1
filling,1
Suggestions,1
ol',1
(c.getRed(),1
handles,1
ensure,1
While,1
because,1
(hasTransparent,1
\files,\,1
shutdown(),1
bufferedInmage,1
reasonable,1
HaMeR,1
our,1
success,1
Checks,1
\(e.g.,\,1
Clients,1
factory,1
failure,1
\environments,\,1
urlToDownload,1
originalImage,1
\array,\,1
basic,1
\strategy,\,1
ImageIO.write(((BufferedImage),1
When,1
decrements,1
subclass),1
know,1
==,1
then,1
decoding,1
Default,1
Main,1
storage,1
removed,1
opposed,1
sources,1
specify,1
execution,1
\PlatformStrategy,\,1
Keep,1
diagnostics,1
reuse,1
ImageView,1
another,1
useful,1
(defaults,1
Executes,1
Contains,1
get(),1
just,1
access,1
screen,1
rest,1
grayConversion,1
\"\try-with-resources"\\,1
E,1
istream,1
BitmapImage,1
reading,1
Raw,1
\default,\,1
read,1
See,1
\failure"\);\,1
\grayScaleImg.setRGB(j,\,1
main(),1
masse,1
underlying,1
properties,1
\process,\,1
properly,1
countDown(),1
invoke,1
requested,1
3x3,1
usage,1
implemented,1
received,1
\stored,\,1
Determines,1
around,1
rate,1
exist,1
allows,1
continue;,1
extend,1
Only,1
ConsolePlatformStrategy,1
0.587),1
deletes,1
exemplify,1
PlatformStrategyFactory,1
onStart(),1
but,1
fix,1
Exit,1
below,1
\false,\,1
Calculates,1
Android-specific,1
meta-data,1
Modifies,1
supply,1
starting,1
BitMapImage,1
filterPath,1
defines,1
ready,1
\well,\,1
grayConversion);,1
color,1
transformation,1
location,1
\Otherwise,\,1
BufferedImage(imageData);,1
Show,1
call(),1
\directory,\,1
setting/getting,1
boolean,1
spawning,1
hard-coded,1
\"\Strategy"\\,1
\(grayScaleImg.getRGB(j,\,1
initiate,1
continuing,1
since,1
block,1
padding,1
it's,1
spawned,1
grayScaleImg,1
\i.e.,\,1
ensures,1
invalidate,1
grayScaleImg.getHeight();,1
creates/executes,1
(c.getGreen(),1
forceful),1
imageEntity).getImage();,1
Read,1
started,1
clearly,1
printing,1
attempt,1
\"\gang"\\,1
pictures,1
byte[],1
\originalImage.copyData(null),\,1
\filter,\,1
web,1
viewing,1
shrink,1
Constructors,1
Retrieves,1
starts,1
failed,1
AndroidPlatform,1
ByteArrayOutputStream,1
specified,1
break,1
Configures,1
Takes,1
get,1
one-shop,1
recommending,1
\"\Decorator"\\,1
won't,1
throw,1
Can,1
separated,1
instantiation,1
want,1
indicating,1
division,1
finishes,1
\name"\\,1
Connect,1
memory,1
\Filters,\,1
affecting,1
\"\Try-with-resources"\\,1
\tasks,\,1
\interface,\,1
Note,1
5x5,1
scaled,1
cyclic,1
unless,1
public,1
mFilter,1
en,1
No,1
throws,1
By,1
\Color(grayScaleImg.getRGB(j,\,1
\Decorator"\\,1
avoid,1
external,1
we've,1
forwards,1
platform-specific,1
entry,1
((ImageEntity),1
Call,1
power,1
HashMap,1
inJustDecodeBounds=true,1
submit,1
clean,1
come,1
protected,1
initial,1
manner,1
initializations,1
Future,1
conjunction,1
These,1
Removes,1
bytes,1
Customizes,1
Executor),1
Tasks,1
Bitmap's,1
(java.awt.image.BufferedImage),1
dynamic,1
indicate,1
\mOutput.println("\ImageIO\,1
filename,1
shared,1
imageAdapter's,1
AutoCompleteTextView,1
loads,1
First,1
(at,1
&&,1
NullPointerException,1
Stores,1
previously,1
\applyFilter(),\,1
graceful,1
\(originalImage.getColorModel(),\,1
could,1
shows,1
\list,\,1
children,1
index),1
PLAIN_JAVA,1
still,1
\ImageEntity(imageEntity.getSourceURL(),\,1
\grayConversion,\,1
hasTransparent,1
\URL,\,1
ArrayList,1
\input,\,1
implementations,1
becomes,1
button's,1
synchronize,1
running,1
\inputStream,\,1
Enumeration,1
transparently,1
you,1
ResultActivity,1
\originalImage.getColorModel().isAlphaPremultiplied(),\,1
\imageAdapter).mBufferedImage,\,1
imageAdapter).mBufferedImage;,1
distinguishing,1
got,1
goes,1
Layout,1
them,1
Defaults,1
node,1
browse,1
stop,1
successful,1
ImageTaskGang),1
shutdown,1
displayed,1
Overrides,1
addition,1
ImageIO.read(new,1
encapsulate,1
Find,1
commas,1
delete,1
Controls,1
Account,1
outputFile,1
move,1
Product,1
FilterDecorator,1
helper,1
internally,1
\i,\,1
necessary,1
getURLIterator,1
awaitTermination(),1
efficiently,1
IndexOutOfBoundsException,1
dynamically,1
\"\Run"\\,1
cached,1
run),1
(slightly,1
toast,1
blocking,1
representing,1
succeeded,1
verbose),1
long,1
grayScaleImg.getWidth();,1
elements,1
uniqueInstance,1
pathname,1
parameters,1
Success,1
private,1
keep,1
unrecognized,1
ListView,1
image-,1
\Handler"\\,1
Both,1
these,1
Forward,1
logic,1
large,1
24),1
particular,1
\(i.e.,\,1
((BufferedImage),1
accidentally,1
Wait,1
puts,1
purpose,1
user-defined,1
Enqueue,1
await(),1
fit,1
Necessary,1
>>,1
thumbnail,1
\ResultActivity,\,1
\user,\,1
++i),1
unread,1
roles,1
(succinct,1
requires,1
provides,1
executed,1
Parse,1
\downloaded,\,1
\"\png"\,\,1
coloring,1
Pathname,1
knows,1
\cycle,\,1
height;,1
about,1
InputStream,1
alpha,1
Layout's,1
worked,1
functionality,1
final,1
Adds,1
c,1
writing,1
Context,1
largest,1
ByteArrayInputStream(imageData));,1
grayScaleImage);,1
\Color(grayConversion,\,1
feature,1
rather,1
Cause,1
Singleton,1
\"\decorates"\\,1
Executor's,1
grayScale,1
arguments,1
Need,1
grow,1
active,1
divide,1
Id,1
\pool,\,1
Encapsulate,1
Operation,1
option,1
Pass,1
synchronization,1
computations,1
appropriately,1
InputSource,1
subsequent,1
sublcass,1
\Processor"\\,1
sampling,1
level,1
Adapter,1
\"\Component"\\,1
applying,1
no-op,1
usable,1
